val_losses,val_accuracies,music_val_precisions,speech_val_precisions,music_val_recalls,speech_val_recalls,music_val_f1_scores,speech_val_f1_scores,val_mccs,val_sdrs,best_epoch
1.2645016312599182,50.0,0.5,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,54.744534,16
1.2645016312599182,50.0,0.5,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,93.44736,16
1.2645016312599182,50.0,0.5,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,99.41849,16
1.2228346069653828,50.0,0.0,0.5,0.0,1.0,0.0,0.6666666666666666,0.0,inf,16
1.098156640926997,63.04347826086956,0.875,0.5789473684210527,0.30434782608695654,0.9565217391304348,0.4516129032258065,0.721311475409836,0.34412360080584264,46.02002,16
1.2645016312599182,50.0,0.5,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,inf,16
1.2645016312599182,50.0,0.5,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,inf,16
1.2221691409746807,50.0,0.0,0.5,0.0,1.0,0.0,0.6666666666666666,0.0,78.82569,16
1.2228349844614665,50.0,0.0,0.5,0.0,1.0,0.0,0.6666666666666666,0.0,inf,16
1.2228349844614665,50.0,0.0,0.5,0.0,1.0,0.0,0.6666666666666666,0.0,inf,16
1.2228349844614665,50.0,0.0,0.5,0.0,1.0,0.0,0.6666666666666666,0.0,inf,16
1.1809512575467427,54.34782608695652,1.0,0.5348837209302325,0.08695652173913043,1.0,0.16,0.6969696969696969,0.21842601416525947,119.11624,16
1.1305000086625416,60.869565217391305,0.5925925925925926,0.631578947368421,0.6956521739130435,0.5217391304347826,0.6399999999999999,0.5714285714285715,0.22075539284417395,1.2912543,16
1.0892178416252136,65.21739130434783,0.6,0.8181818181818182,0.9130434782608695,0.391304347826087,0.7241379310344828,0.5294117647058824,0.3567530340063379,5.442186,16
1.0359375675519307,69.56521739130434,0.8235294117647058,0.6666666666666666,0.6086956521739131,0.782608695652174,0.7,0.72,0.4275691248090128,inf,16
1.0672742525736492,67.3913043478261,0.6111111111111112,0.9,0.9565217391304348,0.391304347826087,0.7457627118644068,0.5454545454545454,0.4216370213557839,inf,16
0.9869706630706787,76.08695652173913,0.6875,0.9285714285714286,0.9565217391304348,0.5652173913043478,0.8,0.7027027027027025,0.5669467095138409,inf,16
0.9726688961187998,76.08695652173913,0.8,0.7307692307692307,0.6956521739130435,0.8260869565217391,0.7441860465116279,0.7755102040816326,0.5262348115842176,12.3420105,16
1.0677796304225922,67.3913043478261,0.6176470588235294,0.8333333333333334,0.9130434782608695,0.43478260869565216,0.7368421052631579,0.5714285714285714,0.3960590171906697,inf,16
1.0978223482767742,63.04347826086956,0.8,0.5833333333333334,0.34782608695652173,0.9130434782608695,0.48484848484848486,0.7118644067796611,0.31622776601683794,inf,16
1.0792336861292522,65.21739130434783,0.6842105263157895,0.6296296296296297,0.5652173913043478,0.7391304347826086,0.6190476190476191,0.68,0.30905754998184354,2.5235226,16
1.0208562513192494,71.73913043478261,0.7619047619047619,0.7083333333333334,0.6956521739130435,0.7391304347826086,0.7272727272727272,0.723404255319149,0.44812907976513594,2.8268585,16
1.064078003168106,67.3913043478261,0.7647058823529411,0.6666666666666666,0.5652173913043478,0.782608695652174,0.65,0.72,0.3848122123281115,2.5727127,16
1.1344480911890666,58.69565217391305,0.7,0.5714285714285714,0.30434782608695654,0.8695652173913043,0.42424242424242425,0.689655172413793,0.22641957244198244,inf,16
1.0348370671272278,69.56521739130434,0.8571428571428571,0.6451612903225806,0.5217391304347826,0.8695652173913043,0.6486486486486486,0.7407407407407407,0.4340660792657062,33.75759,16
1.0327288607756298,69.56521739130434,0.8235294117647058,0.6666666666666666,0.6086956521739131,0.782608695652174,0.7,0.72,0.4275691248090128,39.588825,16
1.0403356154759724,69.56521739130434,0.7894736842105263,0.68,0.6521739130434783,0.7391304347826086,0.7142857142857143,0.7083333333333334,0.4214497519610896,2.5509937,16
