val_losses,val_accuracies,val_precisions,val_recalls,val_f1_scores,val_mccs,val_sdrs,best_epoch
1.035839666922887,69.56521739130434,0.8108108108108109,0.6956521739130435,0.6645833333333333,0.4931969619160719,13.980804,0
