val_losses,val_accuracies,music_val_precisions,speech_val_precisions,music_val_recalls,speech_val_recalls,music_val_f1_scores,speech_val_f1_scores,val_mccs,val_sdrs,best_epoch
0.9851639866828918,73.91304347826087,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.7391304347826085,0.7391304347826085,0.4782608695652174,4.3871017,11
0.8592574000358582,89.1304347826087,0.9090909090909091,0.875,0.8695652173913043,0.9130434782608695,0.888888888888889,0.8936170212765957,0.7833494518006402,10.221036,11
0.8511321942011515,91.30434782608695,0.8518518518518519,1.0,1.0,0.8260869565217391,0.92,0.9047619047619047,0.838870492807861,12.029965,11
0.8855483829975128,89.1304347826087,0.9090909090909091,0.875,0.8695652173913043,0.9130434782608695,0.888888888888889,0.8936170212765957,0.7833494518006402,9.575014,11
0.9081855416297913,82.6086956521739,0.7586206896551724,0.9411764705882353,0.9565217391304348,0.6956521739130435,0.8461538461538461,0.7999999999999999,0.6755660236665675,10.647043,11
0.8709997038046519,89.1304347826087,0.875,0.9090909090909091,0.9130434782608695,0.8695652173913043,0.8936170212765957,0.888888888888889,0.7833494518006402,14.6524,11
0.9047176440556844,84.78260869565217,0.7857142857142857,0.9444444444444444,0.9565217391304348,0.7391304347826086,0.8627450980392156,0.8292682926829269,0.7126966450997985,10.258641,11
0.8388480146725973,91.30434782608695,0.9130434782608695,0.9130434782608695,0.9130434782608695,0.9130434782608695,0.9130434782608695,0.9130434782608695,0.8260869565217391,15.115457,11
0.8867773413658142,84.78260869565217,0.7666666666666667,1.0,1.0,0.6956521739130435,0.8679245283018869,0.8205128205128205,0.7302967433402215,18.180662,11
0.8555595974127451,89.1304347826087,0.9090909090909091,0.875,0.8695652173913043,0.9130434782608695,0.888888888888889,0.8936170212765957,0.7833494518006402,21.173838,11
0.8522901932398478,89.1304347826087,0.9090909090909091,0.875,0.8695652173913043,0.9130434782608695,0.888888888888889,0.8936170212765957,0.7833494518006402,19.425741,11
0.8342537780602773,93.47826086956522,0.8846153846153846,1.0,1.0,0.8695652173913043,0.9387755102040816,0.9302325581395349,0.8770580193070292,15.563213,11
0.8312343955039978,89.1304347826087,0.9090909090909091,0.875,0.8695652173913043,0.9130434782608695,0.888888888888889,0.8936170212765957,0.7833494518006402,25.692904,11
0.8441143234570821,89.1304347826087,0.9090909090909091,0.875,0.8695652173913043,0.9130434782608695,0.888888888888889,0.8936170212765957,0.7833494518006402,24.321283,11
0.8354620039463043,91.30434782608695,0.9130434782608695,0.9130434782608695,0.9130434782608695,0.9130434782608695,0.9130434782608695,0.9130434782608695,0.8260869565217391,23.243338,11
0.8535114725430807,91.30434782608695,0.9130434782608695,0.9130434782608695,0.9130434782608695,0.9130434782608695,0.9130434782608695,0.9130434782608695,0.8260869565217391,10.099819,11
0.8465533455212911,89.1304347826087,0.9090909090909091,0.875,0.8695652173913043,0.9130434782608695,0.888888888888889,0.8936170212765957,0.7833494518006402,21.994589,11
0.8650692303975424,86.95652173913044,0.9090909090909091,0.8695652173913043,0.8695652173913043,0.8695652173913043,0.888888888888889,0.8695652173913043,0.7455250649740337,9.936399,11
0.9055606524149576,84.78260869565217,0.8076923076923077,0.9,0.9130434782608695,0.782608695652174,0.8571428571428572,0.8372093023255814,0.7016464154456235,9.915379,11
0.8943546116352081,84.78260869565217,0.7857142857142857,0.9444444444444444,0.9565217391304348,0.7391304347826086,0.8627450980392156,0.8292682926829269,0.7126966450997985,13.682429,11
0.8650669753551483,86.95652173913044,0.9047619047619048,0.84,0.8260869565217391,0.9130434782608695,0.8636363636363636,0.8749999999999999,0.741940826802374,21.53171,11
0.8463557461897532,89.1304347826087,0.9090909090909091,0.875,0.8695652173913043,0.9130434782608695,0.888888888888889,0.8936170212765957,0.7833494518006402,14.2922945,11
