val_losses,val_accuracies,music_val_precisions,speech_val_precisions,music_val_recalls,speech_val_recalls,music_val_f1_scores,speech_val_f1_scores,val_mccs,val_sdrs,best_epoch
1.0933349339858345,65.21739130434783,0.6052631578947368,1.0,1.0,0.30434782608695654,0.7540983606557378,0.4666666666666667,0.42528598284280705,44.29795,2
1.0684048688930015,67.3913043478261,0.6111111111111112,0.9,0.9565217391304348,0.391304347826087,0.7457627118644068,0.5454545454545454,0.4216370213557839,28.791895,2
1.0383039376010066,69.56521739130434,0.6451612903225806,0.8,0.8695652173913043,0.5217391304347826,0.7407407407407407,0.6315789473684211,0.41736500618415145,18.358892,2
1.2436683177947998,50.0,0.5,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,inf,2
1.2436683177947998,50.0,0.5,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,inf,2
1.2436683177947998,50.0,0.5,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,inf,2
1.2436683177947998,50.0,0.5,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,inf,2
1.2436683177947998,50.0,0.5,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,inf,2
1.2436683177947998,50.0,0.5,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,inf,2
1.2436683177947998,50.0,0.5,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,inf,2
1.2436683177947998,50.0,0.5,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,inf,2
1.2436683177947998,50.0,0.5,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,inf,2
1.2436683177947998,50.0,0.5,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,inf,2
