val_losses,val_accuracies,val_precisions,val_recalls,val_f1_scores,val_mccs,val_sdrs,best_epoch
0.9864837427934011,73.91304347826087,0.7409523809523809,0.7391304347826086,0.7386363636363634,0.4800793585191832,5.0001183,2
1.0076539913813274,73.91304347826087,0.7409523809523809,0.7391304347826086,0.7386363636363634,0.4800793585191832,4.7220235,2
0.9008669555187225,89.1304347826087,0.9107142857142856,0.8913043478260869,0.8900047824007653,0.8017837257372732,7.6266694,2
0.9465283254782358,76.08695652173913,0.7613636363636364,0.7608695652173914,0.7607565011820331,0.5222329678670935,5.0345545,2
0.9675017297267914,78.26086956521739,0.8215053763440862,0.782608695652174,0.7758284600389863,0.6028605644882188,9.667289,2
0.8937234381834666,84.78260869565217,0.865079365079365,0.8478260869565217,0.8460066953610712,0.7126966450997985,7.9888444,2
0.8816260993480682,86.95652173913044,0.8965517241379309,0.8695652173913043,0.8673076923076924,0.7656414934887765,10.90804,2
1.0263894895712535,71.73913043478261,0.7818627450980393,0.717391304347826,0.700250626566416,0.49507377148833714,17.884502,2
0.8979782263437907,82.6086956521739,0.8362573099415205,0.8260869565217391,0.8247619047619048,0.6622661785325218,10.92088,2
0.8824566900730133,84.78260869565217,0.8538461538461538,0.8478260869565217,0.8471760797342194,0.7016464154456235,9.3778925,2
0.8689704040686289,86.95652173913044,0.8810916179337233,0.8695652173913043,0.8685714285714287,0.7505683356701914,14.05751,2
0.8586066762606303,89.1304347826087,0.8980769230769231,0.8913043478260869,0.8908400569530138,0.7893522173763263,10.08622,2
0.8494691252708435,89.1304347826087,0.8920454545454545,0.8913043478260869,0.8912529550827424,0.7833494518006402,11.507596,2
